Sr. No.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,,
2,NZ-133-019,NAJAFGARH,28.522356,76.98432,LED,1,80,133,80,80,,,,
3,NZ-133-019,NAJAFGARH,28.522358,76.984097,LED,1,80,133,80,80,,,,
4,NZ-133-019,NAJAFGARH,28.52236,76.983935,LED,2,80X2,133,80,160,,,,
5,NZ-133-019,NAJAFGARH,28.522364,76.983798,LED,1,80,133,80,80,,,,
6,NZ-133-019,NAJAFGARH,28.522347,76.983098,LED,1,80,133,80,80,,,,
7,NZ-133-019,NAJAFGARH,28.522272,76.983056,LED,1,80,133,80,80,,,,
11,NZ-133-019,NAJAFGARH,28.521294,76.983013,LED,1,80,133,80,80,,,,
12,NZ-133-019,NAJAFGARH,28.521187,76.982995,LED,1,80,133,80,80,,,,
13,NZ-133-019,NAJAFGARH,28.521127,76.982992,LED,2,80X2,133,80,160,,,,
14,NZ-133-019,NAJAFGARH,28.521048,76.982995,LED,1,80,133,80,80,,,,
15,NZ-133-019,NAJAFGARH,28.520937,76.982988,LED,1,70,133,70,70,,,,
16,NZ-133-019,NAJAFGARH,28.520857,76.982982,LED,1,70,133,70,70,,,,
17,NZ-133-019,NAJAFGARH,28.52078,76.982983,LED,1,80,133,80,80,,,,
21,NZ-133-019,NAJAFGARH,28.520778,76.982961,LED,2,80X2,133,80,160,,,,
22,NZ-133-019,NAJAFGARH,28.520831,76.982959,LED,1,80,133,80,80,,,,
23,NZ-133-019,NAJAFGARH,28.520914,76.982957,LED,1,80,133,80,80,,,,
24,NZ-133-019,NAJAFGARH,28.521009,76.982968,LED,1,70,133,70,70,,,,
25,NZ-133-019,NAJAFGARH,28.521071,76.982981,LED,1,70,133,70,70,,,,
26,NZ-133-019,NAJAFGARH,28.521154,76.982986,LED,1,80,133,80,80,,,,
27,NZ-133-019,NAJAFGARH,28.521473,76.983029,LED,1,80,133,80,80,,,,
28,NZ-133-019,NAJAFGARH,28.522,76.983025,LED,2,70X2,133,70,140,,,,
29,NZ-133-019,NAJAFGARH,28.522011,76.983025,LED,1,80,133,80,80,,,,
30,NZ-133-019,NAJAFGARH,28.522128,76.983027,LED,1,80,133,80,80,,,,
31,NZ-133-019,NAJAFGARH,28.522234,76.983025,LED,1,80,133,80,80,,,,
32,NZ-133-019,NAJAFGARH,28.522341,76.983054,LED,1,70,133,70,70,,,,
33,NZ-133-019,NAJAFGARH,28.522381,76.983132,LED,2,80X2,133,80,160,,,,
34,NZ-133-019,NAJAFGARH,28.522387,76.983326,LED,1,80,133,80,80,,,,
35,NZ-133-019,NAJAFGARH,28.522385,76.983473,LED,1,70,133,70,70,,,,
36,NZ-133-019,NAJAFGARH,28.522384,76.983655,LED,1,80,133,80,80,,,,
39,NZ-133-019,NAJAFGARH,28.522369,76.984096,LED,1,80,133,80,80,,,,
40,NZ-133-019,NAJAFGARH,28.522368,76.984247,LED,1,80,133,80,80,,,,
41,NZ-133-019,NAJAFGARH,28.522356,76.984405,LED,1,80,133,80,80,,,,
42,NZ-133-019,NAJAFGARH,28.522358,76.984522,LED,1,80,133,80,80,,,,
43,NZ-133-019,NAJAFGARH,28.522354,76.984679,LED,1,80,133,80,80,,,,
44,NZ-133-019,NAJAFGARH,28.522357,76.984813,LED,1,80,133,80,80,,,,
45,NZ-133-019,NAJAFGARH,28.522358,76.984944,LED,1,80,133,80,80,,,,
46,NZ-133-019,NAJAFGARH,28.522366,76.985056,LED,1,80,133,80,80,,,,
47,NZ-133-019,NAJAFGARH,28.522365,76.985284,LED,1,80,133,80,80,,,,
48,NZ-133-019,NAJAFGARH,28.522365,76.985293,LED,1,80,133,80,80,,,,
49,NZ-133-019,NAJAFGARH,28.522364,76.985407,LED,1,80,133,80,80,,,,
50,NZ-133-019,NAJAFGARH,28.522354,76.985871,LED,1,80,133,80,80,,,,
51,NZ-133-019,NAJAFGARH,28.522355,76.985966,LED,1,80,133,80,80,,,,
52,NZ-133-019,NAJAFGARH,28.522355,76.986061,LED,1,80,133,80,80,,,,
53,NZ-133-019,NAJAFGARH,28.522356,76.986208,LED,1,70,133,70,70,,,,
54,NZ-133-019,NAJAFGARH,28.522351,76.986322,LED,1,80,133,80,80,,,,
57,NZ-133-019,NAJAFGARH,28.522356,76.986512,LED,1,80,133,80,80,,,,
63,NZ-133-019,NAJAFGARH,28.522414,76.986612,LED,1,70,133,70,70,,,,
64,NZ-133-019,NAJAFGARH,28.522458,76.986606,LED,1,70,133,70,70,,,,
65,NZ-133-019,NAJAFGARH,28.522489,76.986598,LED,1,80,133,80,80,,,,
66,NZ-133-019,NAJAFGARH,28.522538,76.98659,LED,1,80,133,80,80,,,,
67,NZ-133-019,NAJAFGARH,28.522574,76.986595,LED,1,70,133,70,70,,,,
68,NZ-133-019,NAJAFGARH,28.522606,76.986594,LED,1,80,133,80,80,,,,
72,NZ-133-019,NAJAFGARH,28.522738,76.986595,LED,1,80,133,80,80,,,,
73,NZ-133-019,NAJAFGARH,28.522758,76.986595,LED,1,80,133,80,80,,,,
74,NZ-133-019,NAJAFGARH,28.522788,76.986599,LED,4,140X4,133,140,560,,,,
75,NZ-133-019,NAJAFGARH,28.522827,76.986593,LED,1,80,133,80,80,,,,
77,NZ-133-019,NAJAFGARH,28.522926,76.986586,LED,1,80,133,80,80,,,,
79,NZ-133-019,NAJAFGARH,28.522988,76.986575,LED,1,80,133,80,80,,,,
85,NZ-133-019,NAJAFGARH,28.5232,76.986563,LED,1,70,133,70,70,,,,
86,NZ-133-019,NAJAFGARH,28.523215,76.986563,LED,1,70,133,70,70,,,,
87,NZ-133-019,NAJAFGARH,28.52325,76.986562,LED,1,70,133,70,70,,,,
88,NZ-133-019,NAJAFGARH,28.523293,76.986566,LED,1,70,133,70,70,,,,
89,NZ-133-019,NAJAFGARH,28.523319,76.986564,LED,1,70,133,70,70,,,,
90,NZ-133-019,NAJAFGARH,28.523352,76.986558,LED,1,70,133,70,70,,,,
91,NZ-133-019,NAJAFGARH,28.523381,76.986556,LED,1,70,133,70,70,,,,
92,NZ-133-019,NAJAFGARH,28.523417,76.986555,LED,1,70,133,70,70,,,,
93,NZ-133-019,NAJAFGARH,28.523462,76.98656,LED,1,70,133,70,70,,,,
94,NZ-133-019,NAJAFGARH,28.523526,76.986558,LED,1,70,133,70,70,,,,
97,NZ-133-019,NAJAFGARH,28.523649,76.986552,LED,1,70,133,70,70,,,,
98,NZ-133-019,NAJAFGARH,28.523703,76.986552,LED,2,70X2,133,70,140,,,,
99,NZ-133-019,NAJAFGARH,28.523841,76.986543,LED,1,70,133,70,70,,,,
100,NZ-133-019,NAJAFGARH,28.523951,76.98654,LED,1,70,133,70,70,,,,
101,NZ-133-019,NAJAFGARH,28.523997,76.98654,LED,1,70,133,70,70,,,,
105,NZ-133-019,NAJAFGARH,28.524132,76.986531,LED,1,70,133,70,70,,,,
106,NZ-133-019,NAJAFGARH,28.524098,76.986533,LED,1,70,133,70,70,,,,
107,NZ-133-019,NAJAFGARH,28.523995,76.986571,LED,1,70,133,70,70,,,,
108,NZ-133-019,NAJAFGARH,28.523974,76.986567,LED,2,70X2,133,70,140,,,,
109,NZ-133-019,NAJAFGARH,28.52395,76.986555,LED,1,70,133,70,70,,,,
110,NZ-133-019,NAJAFGARH,28.523916,76.98655,LED,1,70,133,70,70,,,,
111,NZ-133-019,NAJAFGARH,28.523871,76.986548,LED,1,70,133,70,70,,,,
115,NZ-133-019,NAJAFGARH,28.523676,76.986546,LED,2,70X2,133,70,140,,,,
116,NZ-133-019,NAJAFGARH,28.52365,76.986558,LED,1,70,133,70,70,,,,
117,NZ-133-019,NAJAFGARH,28.523621,76.986565,LED,1,70,133,70,70,,,,
118,NZ-133-019,NAJAFGARH,28.523592,76.986564,LED,1,70,133,70,70,,,,
119,NZ-133-019,NAJAFGARH,28.523557,76.986566,LED,1,70,133,70,70,,,,
120,NZ-133-019,NAJAFGARH,28.523523,76.986567,LED,1,70,133,70,70,,,,
121,NZ-133-019,NAJAFGARH,28.523483,76.98657,LED,1,70,133,70,70,,,,
122,NZ-133-019,NAJAFGARH,28.523446,76.986571,LED,2,70X2,133,70,140,,,,
123,NZ-133-019,NAJAFGARH,28.523414,76.986572,LED,1,70,133,70,70,,,,
124,NZ-133-019,NAJAFGARH,28.523373,76.986572,LED,1,70,133,70,70,,,,
125,NZ-133-019,NAJAFGARH,28.523352,76.986569,LED,1,70,133,70,70,,,,
126,NZ-133-019,NAJAFGARH,28.523332,76.986568,LED,1,70,133,70,70,,,,
127,NZ-133-019,NAJAFGARH,28.523308,76.986568,LED,1,80,133,80,80,,,,
128,NZ-133-019,NAJAFGARH,28.523287,76.986569,LED,1,70,133,70,70,,,,
129,NZ-133-019,NAJAFGARH,28.523263,76.986567,LED,1,70,133,70,70,,,,
130,NZ-133-019,NAJAFGARH,28.52324,76.986567,LED,1,80,133,80,80,,,,
131,NZ-133-019,NAJAFGARH,28.523211,76.98657,LED,1,80,133,80,80,,,,
132,NZ-133-019,NAJAFGARH,28.523182,76.98657,LED,1,80,133,80,80,,,,
133,NZ-133-019,NAJAFGARH,28.523154,76.986568,LED,1,80,133,80,80,,,,
134,NZ-133-019,NAJAFGARH,28.523116,76.986571,LED,1,80,133,80,80,,,,
135,NZ-133-019,NAJAFGARH,28.523092,76.98657,LED,1,80,133,80,80,,,,
136,NZ-133-019,NAJAFGARH,28.523063,76.986571,LED,1,80,133,80,80,,,,
137,NZ-133-019,NAJAFGARH,28.523044,76.986574,LED,1,80,133,80,80,,,,
138,NZ-133-019,NAJAFGARH,28.523022,76.98657,LED,1,70,133,70,70,,,,
142,NZ-133-019,NAJAFGARH,28.522904,76.986585,LED,1,80,133,80,80,,,,
143,NZ-133-019,NAJAFGARH,28.522875,76.986585,LED,1,80,133,80,80,,,,
144,NZ-133-019,NAJAFGARH,28.522848,76.98659,LED,1,80,133,80,80,,,,
145,NZ-133-019,NAJAFGARH,28.522815,76.986594,LED,1,80,133,80,80,,,,
146,NZ-133-019,NAJAFGARH,28.52278,76.986598,LED,1,80,133,80,80,,,,
147,NZ-133-019,NAJAFGARH,28.522758,76.986601,LED,1,80,133,80,80,,,,
148,NZ-133-019,NAJAFGARH,28.522732,76.986602,LED,1,80,133,80,80,,,,
149,NZ-133-019,NAJAFGARH,28.522711,76.986594,LED,1,80,133,80,80,,,,
150,NZ-133-019,NAJAFGARH,28.52268,76.986593,LED,1,80,133,80,80,,,,
151,NZ-133-019,NAJAFGARH,28.522657,76.986583,LED,1,80,133,80,80,,,,
152,NZ-133-019,NAJAFGARH,28.522619,76.98659,LED,1,80,133,80,80,,,,
153,NZ-133-019,NAJAFGARH,28.522605,76.986592,LED,1,80,133,80,80,,,,
154,NZ-133-019,NAJAFGARH,28.522587,76.986595,LED,1,70,133,70,70,,,,
155,NZ-133-019,NAJAFGARH,28.522548,76.986601,LED,1,80,133,80,80,,,,
156,NZ-133-019,NAJAFGARH,28.522511,76.986602,LED,1,70,133,70,70,,,,
157,NZ-133-019,NAJAFGARH,28.522508,76.98661,LED,1,80,133,80,80,,,,
159,NZ-133-019,NAJAFGARH,28.522548,76.986605,LED,1,80,133,80,80,,,,
160,NZ-133-019,NAJAFGARH,28.522578,76.9866,LED,1,70,133,70,70,,,,
162,NZ-133-019,NAJAFGARH,28.522625,76.98659,LED,1,80,133,80,80,,,,
163,NZ-133-019,NAJAFGARH,28.522649,76.986588,LED,1,80,133,80,80,,,,
164,NZ-133-019,NAJAFGARH,28.522669,76.986584,LED,1,80,133,80,80,,,,
165,NZ-133-019,NAJAFGARH,28.522689,76.986586,LED,1,80,133,80,80,,,,
166,NZ-133-019,NAJAFGARH,28.522709,76.986587,LED,1,80,133,80,80,,,,
167,NZ-133-019,NAJAFGARH,28.522738,76.986585,LED,1,80,133,80,80,,,,
168,NZ-133-019,NAJAFGARH,28.522756,76.986585,LED,1,80,133,80,80,,,,
1,BSES,NAJAFGARH,28.522777,76.986583,LED,1,80,133,80,80,,,,
2,BSES,NAJAFGARH,28.522705,76.986594,LED,1,80,133,80,80,,,,
3,BSES,NAJAFGARH,28.522705,76.986595,LED,1,80,133,80,80,,,,
4,BSES,NAJAFGARH,28.522704,76.986595,LED,1,80,133,80,80,,,,
5,BSES,NAJAFGARH,28.522694,76.986597,LED,1,80,133,80,80,,,,
6,BSES,NAJAFGARH,28.522668,76.986595,LED,1,80,133,80,80,,,,
7,BSES,NAJAFGARH,28.52273,76.986558,LED,1,70,133,70,70,,,,
8,BSES,NAJAFGARH,28.522775,76.986544,LED,1,80,133,80,80,,,,
9,BSES,NAJAFGARH,28.522857,76.986531,LED,1,80,133,80,80,,,,
10,BSES,NAJAFGARH,28.522912,76.98653,LED,1,70,133,70,70,,,,
11,BSES,NAJAFGARH,28.522966,76.986527,LED,1,80,133,80,80,,,,
13,BSES,NAJAFGARH,28.523083,76.986511,LED,1,80,133,80,80,,,,
14,BSES,NAJAFGARH,28.523137,76.986507,LED,1,80,133,80,80,,,,
15,BSES,NAJAFGARH,28.523185,76.986505,LED,1,80,133,80,80,,,,
17,BSES,NAJAFGARH,28.523284,76.986496,LED,1,80,133,80,80,,,,
19,BSES,NAJAFGARH,28.523404,76.986503,LED,1,80,133,80,80,,,,
20,BSES,NAJAFGARH,28.523473,76.986507,LED,1,80,133,80,80,,,,
21,BSES,NAJAFGARH,28.523533,76.9865,LED,1,80,133,80,80,,,,
22,BSES,NAJAFGARH,28.52358,76.986492,LED,1,80,133,80,80,,,,
23,BSES,NAJAFGARH,28.523633,76.986486,LED,1,80,133,80,80,,,,
24,BSES,NAJAFGARH,28.523674,76.986485,LED,1,70,133,70,70,,,,
25,BSES,NAJAFGARH,28.523718,76.986482,LED,1,70,133,70,70,,,,
26,BSES,NAJAFGARH,28.523752,76.986482,LED,1,70,133,70,70,,,,
27,BSES,NAJAFGARH,28.523784,76.986483,LED,1,70,133,70,70,,,,
29,BSES,NAJAFGARH,28.523852,76.986489,LED,1,80,133,80,80,,,,
30,BSES,NAJAFGARH,28.523929,76.986492,LED,1,80,133,80,80,,,,
31,BSES,NAJAFGARH,28.523973,76.986487,LED,1,80,133,80,80,,,,
32,BSES,NAJAFGARH,28.524019,76.986494,LED,1,80,133,80,80,,,,
33,BSES,NAJAFGARH,28.52409,76.986494,LED,1,80,133,80,80,,,,
34,BSES,NAJAFGARH,28.524133,76.986491,LED,1,80,133,80,80,,,,
35,BSES,NAJAFGARH,28.524175,76.986486,LED,1,80,133,80,80,,,,
37,BSES,NAJAFGARH,28.524245,76.986484,LED,1,70,133,70,70,,,,
38,BSES,NAJAFGARH,28.524285,76.986481,LED,1,70,133,70,70,,,,
41,BSES,NAJAFGARH,28.524396,76.986479,LED,1,80,133,80,80,,,,
42,BSES,NAJAFGARH,28.524429,76.986477,LED,1,80,133,80,80,,,,
43,BSES,NAJAFGARH,28.524456,76.986477,LED,1,80,133,80,80,,,,
44,BSES,NAJAFGARH,28.524485,76.98648,LED,1,80,133,80,80,,,,
45,BSES,NAJAFGARH,28.524515,76.98648,LED,1,80,133,80,80,,,,
46,BSES,NAJAFGARH,28.524551,76.986486,LED,1,80,133,80,80,,,,
47,BSES,NAJAFGARH,28.524592,76.986498,LED,2,80X2,133,80,160,,,,
48,BSES,NAJAFGARH,28.524626,76.98651,LED,1,80,133,80,80,,,,
49,BSES,NAJAFGARH,28.524668,76.98653,LED,1,80,133,80,80,,,,
50,BSES,NAJAFGARH,28.524706,76.986548,LED,1,80,133,80,80,,,,
51,BSES,NAJAFGARH,28.52474,76.986567,LED,1,80,133,80,80,,,,
52,BSES,NAJAFGARH,28.524777,76.986592,LED,2,80X2,133,80,160,,,,
53,BSES,NAJAFGARH,28.524806,76.986611,LED,1,80,133,80,80,,,,
54,BSES,NAJAFGARH,28.524839,76.986631,LED,1,80,133,80,80,,,,
55,BSES,NAJAFGARH,28.524865,76.986649,LED,1,80,133,80,80,,,,
56,BSES,NAJAFGARH,28.524896,76.986674,LED,1,80,133,80,80,,,,
57,BSES,NAJAFGARH,28.524931,76.986699,LED,1,80,133,80,80,,,,
59,BSES,NAJAFGARH,28.525003,76.986749,LED,1,80,133,80,80,,,,
60,BSES,NAJAFGARH,28.525034,76.986768,LED,1,80,133,80,80,,,,
65,BSES,NAJAFGARH,28.526562,76.986786,LED,1,80,133,80,80,,,,
66,BSES,NAJAFGARH,28.526586,76.986774,LED,1,80,133,80,80,,,,
67,BSES,NAJAFGARH,28.526606,76.986762,LED,1,80,133,80,80,,,,
68,BSES,NAJAFGARH,28.526631,76.98675,LED,1,80,133,80,80,,,,
69,BSES,NAJAFGARH,28.526656,76.986735,LED,1,80,133,80,80,,,,
1,NZ-133-035,NAJAFGARH,28.553598,76.943154,LED,2,80X2,133,80,160,,,,
2,NZ-133-035,NAJAFGARH,28.553585,76.943162,LED,1,80,133,80,80,,,,
3,NZ-133-035,NAJAFGARH,28.553579,76.943185,LED,1,80,133,80,80,,,,
4,NZ-133-035,NAJAFGARH,28.553571,76.943209,LED,1,80,133,80,80,,,,
5,NZ-133-035,NAJAFGARH,28.553549,76.943245,LED,2,80X2,133,80,160,,,,
6,NZ-133-035,NAJAFGARH,28.55352,76.943276,LED,1,80,133,80,80,,,,
7,NZ-133-035,NAJAFGARH,28.553506,76.943313,LED,1,80,133,80,80,,,,
8,NZ-133-035,NAJAFGARH,28.553493,76.943345,LED,1,80,133,80,80,,,,
9,NZ-133-035,NAJAFGARH,28.553472,76.943371,LED,1,80,133,80,80,,,,
10,NZ-133-035,NAJAFGARH,28.553456,76.943389,LED,1,80,133,80,80,,,,
11,NZ-133-035,NAJAFGARH,28.553391,76.94348,LED,1,80,133,80,80,,,,
12,NZ-133-035,NAJAFGARH,28.553362,76.94352,LED,1,70,133,70,70,,,,
13,NZ-133-035,NAJAFGARH,28.553304,76.943602,LED,1,80,133,80,80,,,,
14,NZ-133-035,NAJAFGARH,28.553256,76.943682,LED,2,80X2,133,80,160,,,,
15,NZ-133-035,NAJAFGARH,28.553226,76.943736,LED,1,80,133,80,80,,,,
16,NZ-133-035,NAJAFGARH,28.553218,76.943743,LED,1,80,133,80,80,,,,
17,NZ-133-035,NAJAFGARH,28.553233,76.943737,LED,1,80,133,80,80,,,,
18,NZ-133-035,NAJAFGARH,28.553246,76.943733,LED,1,70,133,70,70,,,,
19,NZ-133-035,NAJAFGARH,28.55328,76.943704,LED,1,80,133,80,80,,,,
20,NZ-133-035,NAJAFGARH,28.553312,76.943673,LED,1,80,133,80,80,,,,
21,NZ-133-035,NAJAFGARH,28.553344,76.943632,LED,1,80,133,80,80,,,,
22,NZ-133-035,NAJAFGARH,28.55336,76.943607,LED,1,80,133,80,80,,,,
23,NZ-133-035,NAJAFGARH,28.553383,76.943582,LED,1,70,133,70,70,,,,
24,NZ-133-035,NAJAFGARH,28.553531,76.943496,LED,2,80X2,133,80,160,,,,
25,NZ-133-035,NAJAFGARH,28.553578,76.94359,LED,1,80,133,80,80,,,,
26,NZ-133-035,NAJAFGARH,28.55359,76.943578,LED,1,70,133,70,70,,,,
27,NZ-133-035,NAJAFGARH,28.553582,76.943567,LED,2,80X2,133,80,160,,,,
28,NZ-133-035,NAJAFGARH,28.553561,76.943528,LED,1,70,133,70,70,,,,
29,NZ-133-035,NAJAFGARH,28.553518,76.943467,LED,1,80,133,80,80,,,,
30,NZ-133-035,NAJAFGARH,28.553488,76.943415,LED,1,80,133,80,80,,,,
31,NZ-133-035,NAJAFGARH,28.553443,76.943351,LED,1,80,133,80,80,,,,
32,NZ-133-035,NAJAFGARH,28.553422,76.943317,LED,1,80,133,80,80,,,,
33,NZ-133-035,NAJAFGARH,28.553393,76.94327,LED,1,80,133,80,80,,,,
34,NZ-133-035,NAJAFGARH,28.553363,76.943136,LED,1,80,133,80,80,,,,
35,NZ-133-035,NAJAFGARH,28.553262,76.942933,LED,2,80X2,133,80,160,,,,
36,NZ-133-035,NAJAFGARH,28.55328,76.942894,LED,1,80,133,80,80,,,,
37,NZ-133-035,NAJAFGARH,28.553286,76.942863,LED,1,80,133,80,80,,,,
38,NZ-133-035,NAJAFGARH,28.553295,76.942815,LED,1,80,133,80,80,,,,
39,NZ-133-035,NAJAFGARH,28.55346,76.942427,LED,1,80,133,80,80,,,,
40,NZ-133-035,NAJAFGARH,28.553532,76.942416,LED,1,80,133,80,80,,,,
41,NZ-133-035,NAJAFGARH,28.553662,76.942481,LED,1,80,133,80,80,,,,
42,NZ-133-035,NAJAFGARH,28.553666,76.942484,LED,1,80,133,80,80,,,,
53,NZ-133-035,NAJAFGARH,28.553669,76.942486,LED,1,80,133,80,80,,,,
54,NZ-133-035,NAJAFGARH,28.553697,76.942504,LED,1,80,133,80,80,,,,
55,NZ-133-035,NAJAFGARH,28.553717,76.942514,LED,1,80,133,80,80,,,,
56,NZ-133-035,NAJAFGARH,28.553737,76.942524,LED,1,80,133,80,80,,,,
57,NZ-133-035,NAJAFGARH,28.553759,76.942533,LED,1,80,133,80,80,,,,
58,NZ-133-035,NAJAFGARH,28.553776,76.942542,LED,1,80,133,80,80,,,,
59,NZ-133-035,NAJAFGARH,28.553807,76.942555,LED,1,80,133,80,80,,,,
60,NZ-133-035,NAJAFGARH,28.55382,76.942563,LED,1,70,133,70,70,,,,
61,NZ-133-035,NAJAFGARH,28.553834,76.942576,LED,1,70,133,70,70,,,,
62,NZ-133-035,NAJAFGARH,28.553899,76.942703,LED,1,80,133,80,80,,,,
63,NZ-133-035,NAJAFGARH,28.553804,76.942878,LED,1,70,133,70,70,,,,
64,NZ-133-035,NAJAFGARH,28.553768,76.942937,LED,1,80,133,80,80,,,,
65,NZ-133-035,NAJAFGARH,28.553624,76.943019,LED,1,80,133,80,80,,,,
66,NZ-133-035,NAJAFGARH,28.553583,76.943004,LED,2,80X2,133,80,160,,,,
67,NZ-133-035,NAJAFGARH,28.553339,76.94293,LED,1,70,133,70,70,,,,
68,NZ-133-035,NAJAFGARH,28.553278,76.94298,LED,1,80,133,80,80,,,,
69,NZ-133-035,NAJAFGARH,28.553286,76.943013,LED,1,80,133,80,80,,,,
70,NZ-133-035,NAJAFGARH,28.553341,76.943126,LED,1,80,133,80,80,,,,
71,NZ-133-035,NAJAFGARH,28.553309,76.943088,LED,1,80,133,80,80,,,,
72,NZ-133-035,NAJAFGARH,28.553289,76.943023,LED,1,80,133,80,80,,,,
73,NZ-133-035,NAJAFGARH,28.55325,76.942933,LED,1,80,133,80,80,,,,
74,NZ-133-035,NAJAFGARH,28.553249,76.94293,LED,1,80,133,80,80,,,,
75,NZ-133-035,NAJAFGARH,28.553232,76.942868,LED,1,80,133,80,80,,,,
76,NZ-133-035,NAJAFGARH,28.553162,76.94281,LED,1,80,133,80,80,,,,
77,NZ-133-035,NAJAFGARH,28.553025,76.942702,LED,1,80,133,80,80,,,,
78,NZ-133-035,NAJAFGARH,28.553041,76.942678,LED,2,80X2,133,80,160,,,,
79,NZ-133-035,NAJAFGARH,28.553014,76.942653,LED,1,80,133,80,80,,,,
80,NZ-133-035,NAJAFGARH,28.552906,76.942547,LED,1,80,133,80,80,,,,
81,NZ-133-035,NAJAFGARH,28.552909,76.942514,LED,2,80X2,133,80,160,,,,
82,NZ-133-035,NAJAFGARH,28.55289,76.942496,LED,1,80,133,80,80,,,,
83,NZ-133-035,NAJAFGARH,28.55277,76.942398,LED,1,80,133,80,80,,,,
84,NZ-133-035,NAJAFGARH,28.552708,76.942368,LED,1,80,133,80,80,,,,
85,NZ-133-035,NAJAFGARH,28.552371,76.942138,LED,1,80,133,80,80,,,,
86,NZ-133-035,NAJAFGARH,28.552356,76.942121,LED,1,80,133,80,80,,,,
87,NZ-133-035,NAJAFGARH,28.552328,76.942096,LED,1,80,133,80,80,,,,
88,NZ-133-035,NAJAFGARH,28.552111,76.941924,LED,1,80,133,80,80,,,,
89,NZ-133-035,NAJAFGARH,28.551821,76.941684,LED,2,80X2,133,80,160,,,,
90,NZ-133-035,NAJAFGARH,28.551786,76.941647,LED,1,70,133,70,70,,,,
91,NZ-133-035,NAJAFGARH,28.551775,76.941635,LED,1,80,133,80,80,,,,
92,NZ-133-035,NAJAFGARH,28.55175,76.94163,LED,1,80,133,80,80,,,,
93,NZ-133-035,NAJAFGARH,28.551673,76.941559,LED,1,80,133,80,80,,,,
94,NZ-133-035,NAJAFGARH,28.551657,76.941544,LED,1,80,133,80,80,,,,
95,NZ-133-035,NAJAFGARH,28.551637,76.941529,LED,1,80,133,80,80,,,,
96,NZ-133-035,NAJAFGARH,28.55162,76.941514,LED,2,80X2,133,80,160,,,,
97,NZ-133-035,NAJAFGARH,28.551603,76.941502,LED,1,70,133,70,70,,,,
98,NZ-133-035,NAJAFGARH,28.551583,76.941486,LED,1,70,133,70,70,,,,
99,NZ-133-035,NAJAFGARH,28.55157,76.941474,LED,1,80,133,80,80,,,,
100,NZ-133-035,NAJAFGARH,28.551546,76.941448,LED,1,80,133,80,80,,,,
101,NZ-133-035,NAJAFGARH,28.551532,76.941439,LED,1,80,133,80,80,,,,
102,NZ-133-035,NAJAFGARH,28.551518,76.941432,LED,1,80,133,80,80,,,,
103,NZ-133-035,NAJAFGARH,28.551495,76.941423,LED,1,80,133,80,80,,,,
104,NZ-133-035,NAJAFGARH,28.551472,76.941416,LED,1,80,133,80,80,,,,
105,NZ-133-035,NAJAFGARH,28.551443,76.941351,LED,1,80,133,80,80,,,,
106,NZ-133-035,NAJAFGARH,28.551457,76.941316,LED,1,80,133,80,80,,,,
107,NZ-133-035,NAJAFGARH,28.551427,76.941393,LED,1,80,133,80,80,,,,
108,NZ-133-035,NAJAFGARH,28.551422,76.941398,LED,1,80,133,80,80,,,,
109,NZ-133-035,NAJAFGARH,28.551406,76.941426,LED,1,80,133,80,80,,,,
110,NZ-133-035,NAJAFGARH,28.551393,76.941453,LED,1,80,133,80,80,,,,
111,NZ-133-035,NAJAFGARH,28.551383,76.941474,LED,1,80,133,80,80,,,,
112,NZ-133-035,NAJAFGARH,28.551372,76.941496,LED,1,80,133,80,80,,,,
113,NZ-133-035,NAJAFGARH,28.551358,76.941525,LED,1,80,133,80,80,,,,
114,NZ-133-035,NAJAFGARH,28.551343,76.941549,LED,1,80,133,80,80,,,,
115,NZ-133-035,NAJAFGARH,28.551332,76.941573,LED,1,80,133,80,80,,,,
116,NZ-133-035,NAJAFGARH,28.551322,76.9416,LED,1,80,133,80,80,,,,
117,NZ-133-035,NAJAFGARH,28.551308,76.941624,LED,1,80,133,80,80,,,,
118,NZ-133-035,NAJAFGARH,28.551294,76.941651,LED,1,80,133,80,80,,,,
119,NZ-133-035,NAJAFGARH,28.551266,76.941716,LED,2,80X2,133,80,160,,,,
120,NZ-133-035,NAJAFGARH,28.551201,76.941767,LED,1,80,133,80,80,,,,
121,NZ-133-035,NAJAFGARH,28.551198,76.941784,LED,1,80,133,80,80,,,,
122,NZ-133-035,NAJAFGARH,28.551194,76.941803,LED,1,80,133,80,80,,,,
123,NZ-133-035,NAJAFGARH,28.551189,76.94182,LED,1,80,133,80,80,,,,
124,NZ-133-035,NAJAFGARH,28.551183,76.941838,LED,1,80,133,80,80,,,,
125,NZ-133-035,NAJAFGARH,28.551176,76.941857,LED,2,80X2,133,80,160,,,,
126,NZ-133-035,NAJAFGARH,28.55117,76.941874,LED,1,80,133,80,80,,,,
127,NZ-133-035,NAJAFGARH,28.551165,76.941891,LED,1,80,133,80,80,,,,
128,NZ-133-035,NAJAFGARH,28.551154,76.941919,LED,1,80,133,80,80,,,,
129,NZ-133-035,NAJAFGARH,28.551148,76.941941,LED,1,80,133,80,80,,,,
130,NZ-133-035,NAJAFGARH,28.551139,76.941962,LED,2,80X2,133,80,160,,,,
