SR. NO.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,
28,WZ-103-011,WEST,28.661683,77.128175,LED,1,72,103,72,72,,,
29,WZ-103-011,WEST,28.661678,77.128168,LED,1,72,103,72,72,,,
30,WZ-103-011,WEST,28.66172,77.128184,LED,1,72,103,72,72,,,
1,WZ-103-016,WEST,28.671607,77.127761,LED,1,72,103,72,72,,,
2,WZ-103-016,WEST,28.67161,77.127766,LED,1,72,103,72,72,,,
3,WZ-103-016,WEST,28.67177,77.127773,LED,1,72,103,72,72,,,
4,WZ-103-016,WEST,28.671878,77.127794,LED,1,72,103,72,72,,,
5,WZ-103-016,WEST,28.672029,77.127817,LED,1,72,103,72,72,,,
6,WZ-103-016,WEST,28.672249,77.127833,LED,1,72,103,72,72,,,
7,WZ-103-016,WEST,28.672439,77.127873,LED,1,72,103,72,72,,,
8,WZ-103-016,WEST,28.67258,77.127885,LED,1,72,103,72,72,,,
9,WZ-103-016,WEST,28.672862,77.127933,LED,1,72,103,72,72,,,
10,WZ-103-016,WEST,28.672963,77.12795,LED,1,72,103,72,72,,,
11,WZ-103-016,WEST,28.673321,77.128007,LED,1,72,103,72,72,,,
12,WZ-103-016,WEST,28.673684,77.128051,LED,1,72,103,72,72,,,
13,WZ-103-016,WEST,28.674005,77.128107,LED,1,72,103,72,72,,,
14,WZ-103-016,WEST,28.674171,77.128136,LED,1,72,103,72,72,,,
15,WZ-103-016,WEST,28.674182,77.128132,LED,1,72,103,72,72,,,
16,WZ-103-016,WEST,28.674201,77.128136,LED,1,72,103,72,72,,,
17,WZ-103-016,WEST,28.674274,77.128061,LED,1,72,103,72,72,,,
18,WZ-103-016,WEST,28.674275,77.128057,LED,1,72,103,72,72,,,
19,WZ-103-016,WEST,28.674313,77.127886,LED,1,72,103,72,72,,,
20,WZ-103-016,WEST,28.674369,77.127618,LED,1,72,103,72,72,,,
21,WZ-103-016,WEST,28.674399,77.127479,LED,1,72,103,72,72,,,
22,WZ-103-016,WEST,28.674466,77.127277,LED,1,72,103,72,72,,,
23,WZ-103-016,WEST,28.674464,77.127274,LED,1,72,103,72,72,,,
24,WZ-103-016,WEST,28.674562,77.127088,LED,1,72,103,72,72,,,
25,WZ-103-016,WEST,28.674681,77.126948,LED,1,72,103,72,72,,,
26,WZ-103-016,WEST,28.674759,77.127012,LED,1,72,103,72,72,,,
27,WZ-103-016,WEST,28.675121,77.127458,LED,1,72,103,72,72,,,
28,WZ-103-016,WEST,28.675078,77.1277,LED,1,72,103,72,72,,,
29,WZ-103-016,WEST,28.675066,77.127918,LED,1,72,103,72,72,,,
30,WZ-103-016,WEST,28.674777,77.127864,LED,1,72,103,72,72,,,
31,WZ-103-016,WEST,28.67455,77.127859,LED,1,72,103,72,72,,,
32,WZ-103-016,WEST,28.674463,77.127852,LED,1,72,103,72,72,,,
33,WZ-103-016,WEST,28.674371,77.127858,LED,1,72,103,72,72,,,
34,WZ-103-016,WEST,28.674352,77.128069,LED,1,72,103,72,72,,,
35,WZ-103-016,WEST,28.674337,77.128215,LED,1,72,103,72,72,,,
36,WZ-103-016,WEST,28.67428,77.128533,LED,1,72,103,72,72,,,
37,WZ-103-016,WEST,28.674272,77.128552,LED,1,72,103,72,72,,,
38,WZ-103-016,WEST,28.674203,77.128945,LED,1,72,103,72,72,,,
39,WZ-103-016,WEST,28.674216,77.128935,LED,1,72,103,72,72,,,
40,WZ-103-016,WEST,28.673942,77.128926,LED,1,72,103,72,72,,,
41,WZ-103-016,WEST,28.673574,77.128842,LED,1,72,103,72,72,,,
42,WZ-103-016,WEST,28.673396,77.128818,LED,1,72,103,72,72,,,
43,WZ-103-016,WEST,28.673357,77.128691,LED,1,72,103,72,72,,,
44,WZ-103-016,WEST,28.6733,77.128437,LED,1,72,103,72,72,,,
45,WZ-103-016,WEST,28.673329,77.12809,LED,1,72,103,72,72,,,
46,WZ-103-016,WEST,28.673039,77.127963,LED,1,72,103,72,72,,,
47,WZ-103-016,WEST,28.672869,77.127938,LED,1,72,103,72,72,,,
48,WZ-103-016,WEST,28.672669,77.127916,LED,1,72,103,72,72,,,
49,WZ-103-016,WEST,28.672465,77.127889,LED,1,72,103,72,72,,,
50,WZ-103-016,WEST,28.672265,77.127836,LED,1,72,103,72,72,,,
51,WZ-103-016,WEST,28.672083,77.127829,LED,1,72,103,72,72,,,
52,WZ-103-016,WEST,28.67193,77.127812,LED,1,72,103,72,72,,,
53,WZ-103-016,WEST,28.671799,77.127783,LED,1,72,103,72,72,,,
54,WZ-103-016,WEST,28.671644,77.127742,LED,1,72,103,72,72,,,
1,WZ-124-007,WEST,28.640492,77.071887,LED,1,72,124,72,72,,,
2,WZ-124-007,WEST,28.640492,77.071888,LED,1,72,124,72,72,,,
3,WZ-124-007,WEST,28.64048,77.071974,LED,1,72,124,72,72,,,
4,WZ-124-007,WEST,28.640504,77.071855,LED,1,72,124,72,72,,,
5,WZ-124-007,WEST,28.640506,77.071856,LED,1,72,124,72,72,,,
6,WZ-124-007,WEST,28.640752,77.071818,LED,1,72,124,72,72,,,
7,WZ-124-007,WEST,28.640888,77.071837,LED,2,140X2,124,140,280,,,
8,WZ-124-007,WEST,28.640986,77.071702,LED,1,72,124,72,72,,,
9,WZ-124-007,WEST,28.641026,77.071577,LED,1,72,124,72,72,,,
10,WZ-124-007,WEST,28.640945,77.071541,LED,1,72,124,72,72,,,
11,WZ-124-007,WEST,28.640945,77.071541,LED,1,72,124,72,72,,,
12,WZ-124-007,WEST,28.64078,77.071513,LED,1,72,124,72,72,,,
13,WZ-124-007,WEST,28.640786,77.071498,LED,1,72,124,72,72,,,
14,WZ-124-007,WEST,28.640778,77.071491,LED,1,72,124,72,72,,,
15,WZ-124-007,WEST,28.640712,77.071402,LED,1,72,124,72,72,,,
16,WZ-124-007,WEST,28.640825,77.071377,LED,1,72,124,72,72,,,
17,WZ-124-007,WEST,28.640853,77.071368,LED,1,72,124,72,72,,,
18,WZ-124-007,WEST,28.641135,77.071288,LED,1,72,124,72,72,,,
19,WZ-124-007,WEST,28.641133,77.0713,LED,1,72,124,72,72,,,
20,WZ-124-007,WEST,28.641294,77.071201,LED,1,72,124,72,72,,,
21,WZ-124-007,WEST,28.641037,77.071071,LED,1,72,124,72,72,,,
22,WZ-124-007,WEST,28.640661,77.071017,LED,1,72,124,72,72,,,
23,WZ-124-007,WEST,28.640572,77.07098,LED,1,72,124,72,72,,,
24,WZ-124-007,WEST,28.640473,77.070907,LED,1,72,124,72,72,,,
25,WZ-124-007,WEST,28.640472,77.070908,LED,1,72,124,72,72,,,
26,WZ-124-007,WEST,28.640458,77.070906,LED,1,72,124,72,72,,,
27,WZ-124-007,WEST,28.640295,77.070877,LED,1,72,124,72,72,,,
28,WZ-124-007,WEST,28.640259,77.070841,LED,1,72,124,72,72,,,
29,WZ-124-007,WEST,28.640254,77.070828,LED,1,72,124,72,72,,,
30,WZ-124-007,WEST,28.640159,77.070782,LED,1,72,124,72,72,,,
31,WZ-124-007,WEST,28.640146,77.070776,LED,1,72,124,72,72,,,
32,WZ-124-007,WEST,28.640144,77.070779,LED,1,72,124,72,72,,,
33,WZ-124-007,WEST,28.640271,77.071003,LED,1,72,124,72,72,,,
34,WZ-124-007,WEST,28.640577,77.07098,LED,1,72,124,72,72,,,
35,WZ-124-007,WEST,28.640555,77.071053,LED,1,72,124,72,72,,,
36,WZ-124-007,WEST,28.640397,77.071248,LED,1,72,124,72,72,,,
37,WZ-124-007,WEST,28.640374,77.071499,LED,1,72,124,72,72,,,
38,WZ-124-007,WEST,28.640337,77.071799,LED,1,72,124,72,72,,,
39,WZ-124-007,WEST,28.640332,77.071813,LED,1,72,124,72,72,,,
40,WZ-124-007,WEST,28.640269,77.071861,LED,1,72,124,72,72,,,
41,WZ-124-007,WEST,28.640153,77.071834,LED,1,72,124,72,72,,,
42,WZ-124-007,WEST,28.640163,77.071598,LED,1,72,124,72,72,,,
43,WZ-124-007,WEST,28.640175,77.071379,LED,1,72,124,72,72,,,
44,WZ-124-007,WEST,28.640175,77.071362,LED,1,72,124,72,72,,,
45,WZ-124-007,WEST,28.640148,77.071325,LED,1,72,124,72,72,,,
46,WZ-124-007,WEST,28.64004,77.071394,LED,1,72,124,72,72,,,
47,WZ-124-007,WEST,28.640008,77.071493,LED,1,72,124,72,72,,,
48,WZ-124-007,WEST,28.639896,77.071606,LED,1,72,124,72,72,,,
49,WZ-124-007,WEST,28.639896,77.07161,LED,1,72,124,72,72,,,
50,WZ-124-007,WEST,28.639868,77.071793,LED,1,72,124,72,72,,,
51,WZ-124-007,WEST,28.639735,77.071824,LED,1,72,124,72,72,,,
52,WZ-124-007,WEST,28.639712,77.07183,LED,1,72,124,72,72,,,
53,WZ-124-007,WEST,28.639697,77.071835,LED,1,72,124,72,72,,,
54,WZ-124-007,WEST,28.639673,77.072021,LED,1,72,124,72,72,,,
55,WZ-124-007,WEST,28.639605,77.072299,LED,1,72,124,72,72,,,
56,WZ-124-007,WEST,28.639663,77.071932,LED,1,72,124,72,72,,,
57,WZ-124-007,WEST,28.639673,77.071925,LED,1,72,124,72,72,,,
58,WZ-124-007,WEST,28.640115,77.071911,LED,1,72,124,72,72,,,
59,WZ-124-007,WEST,28.640338,77.071903,LED,1,72,124,72,72,,,
60,WZ-124-007,WEST,28.640514,77.071874,LED,2,72X2,124,72,144,,,
61,WZ-124-007,WEST,28.640546,77.071164,LED,1,72,124,72,72,,,
62,WZ-124-007,WEST,28.640212,77.070989,LED,1,72,124,72,72,,,
63,WZ-124-007,WEST,28.639607,77.072621,LED,1,72,124,72,72,,,
64,WZ-124-007,WEST,28.640045,77.072654,LED,1,72,124,72,72,,,
65,WZ-124-007,WEST,28.640059,77.072651,LED,1,72,124,72,72,,,
66,WZ-124-007,WEST,28.64043,77.072678,LED,1,72,124,72,72,,,
67,WZ-124-007,WEST,28.640497,77.072685,LED,1,72,124,72,72,,,
68,WZ-124-007,WEST,28.640703,77.072715,LED,1,72,124,72,72,,,
69,WZ-124-007,WEST,28.640418,77.072681,LED,1,72,124,72,72,,,
1,WZ-122-068,WEST,28.661241,77.007741,LED,1,72,122,72,72,,,
2,WZ-122-068,WEST,28.661075,77.007406,LED,1,72,122,72,72,,,
3,WZ-122-068,WEST,28.660994,77.007409,LED,1,72,122,72,72,,,
4,WZ-122-068,WEST,28.660696,77.007413,LED,1,72,122,72,72,,,
5,WZ-122-068,WEST,28.660479,77.007364,LED,1,72,122,72,72,,,
6,WZ-122-068,WEST,28.660414,77.007369,LED,1,72,122,72,72,,,
7,WZ-122-068,WEST,28.660264,77.007407,LED,1,72,122,72,72,,,
8,WZ-122-068,WEST,28.660091,77.007306,LED,1,72,122,72,72,,,
9,WZ-122-068,WEST,28.660227,77.006947,LED,1,72,122,72,72,,,
10,WZ-122-068,WEST,28.660746,77.007135,LED,1,72,122,72,72,,,
11,WZ-122-068,WEST,28.660746,77.00714,LED,1,72,122,72,72,,,
12,WZ-122-068,WEST,28.661022,77.007122,LED,1,72,122,72,72,,,
13,WZ-122-068,WEST,28.661112,77.007125,LED,1,72,122,72,72,,,
14,WZ-122-068,WEST,28.661165,77.007126,LED,1,72,122,72,72,,,
15,WZ-122-068,WEST,28.661256,77.007254,LED,1,72,122,72,72,,,
16,WZ-122-068,WEST,28.661031,77.006897,LED,1,72,122,72,72,,,
17,WZ-122-068,WEST,28.660918,77.006946,LED,1,72,122,72,72,,,
18,WZ-122-068,WEST,28.660784,77.006826,LED,1,72,122,72,72,,,
19,WZ-122-068,WEST,28.661272,77.007412,LED,1,72,122,72,72,,,
20,WZ-122-068,WEST,28.661459,77.005727,LED,1,72,122,72,72,,,
21,WZ-122-068,WEST,28.66146,77.005727,LED,1,72,122,72,72,,,
22,WZ-122-068,WEST,28.66137,77.005492,LED,1,72,122,72,72,,,
23,WZ-122-068,WEST,28.661286,77.005478,LED,1,72,122,72,72,,,
24,WZ-122-068,WEST,28.66121,77.005488,LED,1,72,122,72,72,,,
25,WZ-122-068,WEST,28.661132,77.005496,LED,1,72,122,72,72,,,
26,WZ-122-068,WEST,28.660859,77.005501,LED,1,72,122,72,72,,,
27,WZ-122-068,WEST,28.660201,77.005496,LED,1,72,122,72,72,,,
28,WZ-122-068,WEST,28.660212,77.005903,LED,1,72,122,72,72,,,
29,WZ-122-068,WEST,28.660765,77.005724,LED,1,72,122,72,72,,,
30,WZ-122-068,WEST,28.661024,77.005708,LED,1,72,122,72,72,,,
1,WZ-122-038,WEST,28.649423,77.018036,LED,1,72,122,72,72,,,
2,WZ-122-038,WEST,28.64944,77.01804,LED,1,72,122,72,72,,,
3,WZ-122-038,WEST,28.649306,77.01795,LED,1,72,122,72,72,,,
4,WZ-122-038,WEST,28.649151,77.017959,LED,1,72,122,72,72,,,
5,WZ-122-038,WEST,28.64895,77.017948,LED,1,72,122,72,72,,,
6,WZ-122-038,WEST,28.648674,77.017922,LED,1,72,122,72,72,,,
7,WZ-122-038,WEST,28.648489,77.017919,LED,1,72,122,72,72,,,
8,WZ-122-038,WEST,28.648488,77.01792,LED,1,72,122,72,72,,,
9,WZ-122-038,WEST,28.648457,77.018152,LED,1,72,122,72,72,,,
10,WZ-122-038,WEST,28.648454,77.018283,LED,1,72,122,72,72,,,
11,WZ-122-038,WEST,28.648451,77.018283,LED,1,72,122,72,72,,,
12,WZ-122-038,WEST,28.64842,77.018463,LED,1,72,122,72,72,,,
13,WZ-122-038,WEST,28.648416,77.018553,LED,1,72,122,72,72,,,
14,WZ-122-038,WEST,28.648416,77.018553,LED,1,72,122,72,72,,,
15,WZ-122-038,WEST,28.648656,77.018601,LED,1,72,122,72,72,,,
16,WZ-122-038,WEST,28.648897,77.01857,LED,1,72,122,72,72,,,
17,WZ-122-038,WEST,28.649049,77.018585,LED,1,72,122,72,72,,,
18,WZ-122-038,WEST,28.649237,77.018595,LED,1,72,122,72,72,,,
19,WZ-122-038,WEST,28.649341,77.018579,LED,1,72,122,72,72,,,
20,WZ-122-038,WEST,28.649354,77.01858,LED,1,72,122,72,72,,,
21,WZ-122-038,WEST,28.649442,77.018746,LED,1,72,122,72,72,,,
22,WZ-122-038,WEST,28.649562,77.018731,LED,1,72,122,72,72,,,
23,WZ-122-038,WEST,28.649579,77.018739,LED,1,72,122,72,72,,,
24,WZ-122-038,WEST,28.649419,77.018585,LED,1,72,122,72,72,,,
25,WZ-122-038,WEST,28.649416,77.018583,LED,1,72,122,72,72,,,
26,WZ-122-038,WEST,28.649432,77.018492,LED,1,72,122,72,72,,,
27,WZ-122-038,WEST,28.649336,77.01839,LED,1,72,122,72,72,,,
28,WZ-122-038,WEST,28.64904,77.018342,LED,1,72,122,72,72,,,
29,WZ-122-038,WEST,28.649365,77.018135,LED,1,72,122,72,72,,,
30,WZ-122-038,WEST,28.649255,77.018145,LED,1,72,122,72,72,,,
31,WZ-122-038,WEST,28.6491,77.018121,LED,1,72,122,72,72,,,
32,WZ-122-038,WEST,28.649,77.018134,LED,1,72,122,72,72,,,
33,WZ-122-038,WEST,28.649247,77.018139,LED,1,72,122,72,72,,,
34,WZ-122-038,WEST,28.649527,77.018098,LED,1,72,122,72,72,,,
35,WZ-122-038,WEST,28.649686,77.018098,LED,1,72,122,72,72,,,
36,WZ-122-038,WEST,28.649833,77.01808,LED,1,72,122,72,72,,,
37,WZ-122-038,WEST,28.650017,77.018089,LED,1,72,122,72,72,,,
38,WZ-122-038,WEST,28.650195,77.018096,LED,1,72,122,72,72,,,
39,WZ-122-038,WEST,28.650364,77.01812,LED,1,72,122,72,72,,,
40,WZ-122-038,WEST,28.65039,77.017908,LED,1,72,122,72,72,,,
41,WZ-122-038,WEST,28.650406,77.017644,LED,1,72,122,72,72,,,
42,WZ-122-038,WEST,28.650422,77.017362,LED,1,72,122,72,72,,,
43,WZ-122-038,WEST,28.650417,77.017204,LED,1,72,122,72,72,,,
44,WZ-122-038,WEST,28.650187,77.017207,LED,1,72,122,72,72,,,
45,WZ-122-038,WEST,28.64992,77.017229,LED,1,72,122,72,72,,,
46,WZ-122-038,WEST,28.649925,77.017235,LED,1,72,122,72,72,,,
47,WZ-122-038,WEST,28.649906,77.017227,LED,1,72,122,72,72,,,
48,WZ-122-038,WEST,28.64976,77.017236,LED,1,72,122,72,72,,,
49,WZ-122-038,WEST,28.64976,77.017238,LED,1,72,122,72,72,,,
50,WZ-122-038,WEST,28.649728,77.017502,LED,1,72,122,72,72,,,
51,WZ-122-038,WEST,28.649743,77.017594,LED,1,72,122,72,72,,,
52,WZ-122-038,WEST,28.649738,77.0174,LED,1,72,122,72,72,,,
53,WZ-122-038,WEST,28.649769,77.01725,LED,1,72,122,72,72,,,
54,WZ-122-038,WEST,28.649767,77.017249,LED,1,72,122,72,72,,,
55,WZ-122-038,WEST,28.64959,77.017214,LED,1,72,122,72,72,,,
56,WZ-122-038,WEST,28.649416,77.017234,LED,1,72,122,72,72,,,
57,WZ-122-038,WEST,28.649413,77.017481,LED,1,72,122,72,72,,,
58,WZ-122-038,WEST,28.649413,77.017682,LED,1,72,122,72,72,,,
1,WZ-122-035,WEST,28.632333,77.002628,LED,1,72,122,72,72,,,
2,WZ-122-035,WEST,28.632333,77.00263,LED,1,72,122,72,72,,,
3,WZ-122-035,WEST,28.632352,77.002223,LED,1,72,122,72,72,,,
4,WZ-122-035,WEST,28.632235,77.002197,LED,1,72,122,72,72,,,
5,WZ-122-035,WEST,28.631948,77.002173,LED,1,72,122,72,72,,,
6,WZ-122-035,WEST,28.631595,77.002199,LED,1,72,122,72,72,,,
7,WZ-122-035,WEST,28.631555,77.002268,LED,1,72,122,72,72,,,
8,WZ-122-035,WEST,28.631548,77.002382,LED,1,72,122,72,72,,,
9,WZ-122-035,WEST,28.631672,77.00259,LED,1,72,122,72,72,,,
10,WZ-122-035,WEST,28.631682,77.00259,LED,1,72,122,72,72,,,
11,WZ-122-035,WEST,28.63176,77.002596,LED,1,72,122,72,72,,,
12,WZ-122-035,WEST,28.631943,77.002606,LED,1,72,122,72,72,,,
13,WZ-122-035,WEST,28.63231,77.002637,LED,1,72,122,72,72,,,
14,WZ-122-035,WEST,28.632312,77.003078,LED,1,72,122,72,72,,,
15,WZ-122-035,WEST,28.632301,77.00308,LED,1,72,122,72,72,,,
16,WZ-122-035,WEST,28.631935,77.003083,LED,1,72,122,72,72,,,
17,WZ-122-035,WEST,28.631928,77.003084,LED,1,72,122,72,72,,,
18,WZ-122-035,WEST,28.631535,77.00306,LED,1,72,122,72,72,,,
19,WZ-122-035,WEST,28.632018,77.003323,LED,1,72,122,72,72,,,
20,WZ-122-035,WEST,28.632092,77.003737,LED,1,72,122,72,72,,,
21,WZ-122-035,WEST,28.632086,77.003763,LED,1,72,122,72,72,,,
22,WZ-122-035,WEST,28.632031,77.003792,LED,1,72,122,72,72,,,
23,WZ-122-035,WEST,28.63189,77.0038,LED,1,72,122,72,72,,,
24,WZ-122-035,WEST,28.631536,77.00379,LED,1,72,122,72,72,,,
25,WZ-122-035,WEST,28.631495,77.00379,LED,1,72,122,72,72,,,
26,WZ-122-035,WEST,28.631057,77.003738,LED,1,72,122,72,72,,,
27,WZ-122-035,WEST,28.630679,77.003716,LED,1,72,122,72,72,,,
28,WZ-122-035,WEST,28.63067,77.003704,LED,1,72,122,72,72,,,
29,WZ-122-035,WEST,28.630894,77.003498,LED,1,72,122,72,72,,,
30,WZ-122-035,WEST,28.63131,77.003518,LED,1,72,122,72,72,,,
31,WZ-122-035,WEST,28.631318,77.003519,LED,1,72,122,72,72,,,
32,WZ-122-035,WEST,28.63146,77.003872,LED,1,72,122,72,72,,,
33,WZ-122-035,WEST,28.631468,77.003954,LED,1,72,122,72,72,,,
34,WZ-122-035,WEST,28.631465,77.004114,LED,1,72,122,72,72,,,
35,WZ-122-035,WEST,28.631448,77.00439,LED,1,72,122,72,72,,,
36,WZ-122-035,WEST,28.631442,77.004474,LED,1,72,122,72,72,,,
37,WZ-122-035,WEST,28.632354,77.002377,LED,1,72,122,72,72,,,
38,WZ-122-035,WEST,28.632354,77.00234,LED,1,72,122,72,72,,,
39,WZ-122-035,WEST,28.632363,77.002173,LED,1,72,122,72,72,,,
40,WZ-122-035,WEST,28.63239,77.001702,LED,1,72,122,72,72,,,
41,WZ-122-035,WEST,28.63239,77.001693,LED,1,72,122,72,72,,,
1,WZ-104-001,WEST,28.676473,77.115565,LED,1,72,104,72,72,,,
2,WZ-104-001,WEST,28.676469,77.115553,LED,1,72,104,72,72,,,
3,WZ-104-001,WEST,28.676276,77.115532,LED,1,72,104,72,72,,,
4,WZ-104-001,WEST,28.676052,77.115496,LED,1,72,104,72,72,,,
5,WZ-104-001,WEST,28.675792,77.115421,LED,1,72,104,72,72,,,
6,WZ-104-001,WEST,28.675745,77.115578,LED,1,72,104,72,72,,,
7,WZ-104-001,WEST,28.675711,77.115763,LED,1,72,104,72,72,,,
8,WZ-104-001,WEST,28.675742,77.116014,LED,1,72,104,72,72,,,
9,WZ-104-001,WEST,28.675744,77.116018,LED,1,72,104,72,72,,,
10,WZ-104-001,WEST,28.675962,77.116119,LED,1,72,104,72,72,,,
11,WZ-104-001,WEST,28.675949,77.116277,LED,1,72,104,72,72,,,
12,WZ-104-001,WEST,28.675949,77.116277,LED,1,72,104,72,72,,,
13,WZ-104-001,WEST,28.675755,77.116268,LED,1,72,104,72,72,,,
14,WZ-104-001,WEST,28.675593,77.116308,LED,1,72,104,72,72,,,
15,WZ-104-001,WEST,28.675806,77.116445,LED,1,72,104,72,72,,,
16,WZ-104-001,WEST,28.675824,77.116462,LED,1,72,104,72,72,,,
17,WZ-104-001,WEST,28.675778,77.116682,LED,1,72,104,72,72,,,
18,WZ-104-001,WEST,28.675734,77.116894,LED,1,72,104,72,72,,,
19,WZ-104-001,WEST,28.675997,77.116985,LED,1,72,104,72,72,,,
20,WZ-104-001,WEST,28.675979,77.116216,LED,1,72,104,72,72,,,
21,WZ-104-001,WEST,28.676088,77.116214,LED,1,72,104,72,72,,,
22,WZ-104-001,WEST,28.676214,77.1161,LED,1,72,104,72,72,,,
23,WZ-104-001,WEST,28.676326,77.115857,LED,1,72,104,72,72,,,
24,WZ-104-001,WEST,28.676524,77.115826,LED,1,72,104,72,72,,,
25,WZ-104-001,WEST,28.676527,77.115827,LED,1,72,104,72,72,,,
26,WZ-104-001,WEST,28.676588,77.11542,LED,1,72,104,72,72,,,
27,WZ-104-001,WEST,28.676555,77.115408,LED,1,72,104,72,72,,,
28,WZ-104-001,WEST,28.67622,77.115403,LED,1,72,104,72,72,,,
29,WZ-104-001,WEST,28.676328,77.115459,LED,1,72,104,72,72,,,
30,WZ-104-001,WEST,28.676293,77.115677,LED,1,72,104,72,72,,,
31,WZ-104-001,WEST,28.676107,77.115608,LED,1,72,104,72,72,,,
32,WZ-104-001,WEST,28.67605,77.115655,LED,1,72,104,72,72,,,
33,WZ-104-001,WEST,28.676114,77.115683,LED,1,72,104,72,72,,,
34,WZ-104-001,WEST,28.67629,77.115694,LED,1,72,104,72,72,,,
1,WZ-104-005,WEST,28.669245,77.109281,LED,1,72,104,72,72,,,
2,WZ-104-005,WEST,28.669244,77.109278,LED,1,72,104,72,72,,,
3,WZ-104-005,WEST,28.669242,77.109286,LED,1,72,104,72,72,,,
4,WZ-104-005,WEST,28.66925,77.109302,LED,1,72,104,72,72,,,
5,WZ-104-005,WEST,28.66933,77.109469,LED,1,72,104,72,72,,,
6,WZ-104-005,WEST,28.669421,77.109677,LED,1,72,104,72,72,,,
7,WZ-104-005,WEST,28.669517,77.10985,LED,1,72,104,72,72,,,
8,WZ-104-005,WEST,28.669517,77.109851,LED,1,72,104,72,72,,,
9,WZ-104-005,WEST,28.669529,77.109861,LED,1,72,104,72,72,,,
10,WZ-104-005,WEST,28.669567,77.109991,LED,1,72,104,72,72,,,
11,WZ-104-005,WEST,28.669611,77.110178,LED,1,72,104,72,72,,,
12,WZ-104-005,WEST,28.669445,77.110283,LED,1,72,104,72,72,,,
13,WZ-104-005,WEST,28.669221,77.110401,LED,1,72,104,72,72,,,
14,WZ-104-005,WEST,28.66918,77.110471,LED,1,72,104,72,72,,,
15,WZ-104-005,WEST,28.669328,77.110896,LED,1,72,104,72,72,,,
16,WZ-104-005,WEST,28.669384,77.111175,LED,1,72,104,72,72,,,
17,WZ-104-005,WEST,28.66938,77.111177,LED,4,140X4,104,140,560,,,
18,WZ-104-005,WEST,28.66939,77.11128,LED,1,72,104,72,72,,,
19,WZ-104-005,WEST,28.669226,77.111613,LED,1,72,104,72,72,,,
20,WZ-104-005,WEST,28.669076,77.111675,LED,1,72,104,72,72,,,
21,WZ-104-005,WEST,28.669053,77.111683,LED,1,72,104,72,72,,,
22,WZ-104-005,WEST,28.668985,77.111645,LED,1,72,104,72,72,,,
23,WZ-104-005,WEST,28.668971,77.111594,LED,1,72,104,72,72,,,
24,WZ-104-005,WEST,28.668931,77.111523,LED,1,72,104,72,72,,,
25,WZ-104-005,WEST,28.668929,77.111476,LED,1,72,104,72,72,,,
26,WZ-104-005,WEST,28.668952,77.111472,LED,1,72,104,72,72,,,
27,WZ-104-005,WEST,28.668954,77.111469,LED,2,72X2,104,72,144,,,
28,WZ-104-005,WEST,28.668873,77.111119,LED,1,72,104,72,72,,,
29,WZ-104-005,WEST,28.668876,77.110853,LED,1,72,104,72,72,,,
30,WZ-104-005,WEST,28.668788,77.110665,LED,1,72,104,72,72,,,
31,WZ-104-005,WEST,28.668789,77.110653,LED,1,72,104,72,72,,,
32,WZ-104-005,WEST,28.668769,77.110584,LED,1,72,104,72,72,,,
33,WZ-104-005,WEST,28.668742,77.11053,LED,2,72X2,104,72,144,,,
34,WZ-104-005,WEST,28.668625,77.110227,LED,1,72,104,72,72,,,
35,WZ-104-005,WEST,28.668542,77.1099,LED,1,72,104,72,72,,,
36,WZ-104-005,WEST,28.668465,77.109601,LED,1,72,104,72,72,,,
37,WZ-104-005,WEST,28.668475,77.109594,LED,1,72,104,72,72,,,
38,WZ-104-005,WEST,28.668697,77.109479,LED,1,72,104,72,72,,,
39,WZ-104-005,WEST,28.668717,77.109488,LED,1,72,104,72,72,,,
40,WZ-104-005,WEST,28.668882,77.109401,LED,1,72,104,72,72,,,
41,WZ-104-005,WEST,28.669023,77.109326,LED,1,72,104,72,72,,,
42,WZ-104-005,WEST,28.669113,77.109331,LED,1,72,104,72,72,,,
43,WZ-104-005,WEST,28.669424,77.109213,LED,1,72,104,72,72,,,
44,WZ-104-005,WEST,28.669769,77.109131,LED,1,72,104,72,72,,,
45,WZ-104-005,WEST,28.669786,77.109242,LED,1,72,104,72,72,,,
46,WZ-104-005,WEST,28.669808,77.109377,LED,1,72,104,72,72,,,
47,WZ-104-005,WEST,28.669808,77.109379,LED,1,72,104,72,72,,,
48,WZ-104-005,WEST,28.669894,77.1096,LED,1,72,104,72,72,,,
49,WZ-104-005,WEST,28.669895,77.109601,LED,1,72,104,72,72,,,
50,WZ-104-005,WEST,28.669959,77.110003,LED,1,72,104,72,72,,,
51,WZ-104-005,WEST,28.669985,77.110044,LED,1,72,104,72,72,,,
52,WZ-104-005,WEST,28.670057,77.110284,LED,1,72,104,72,72,,,
53,WZ-104-005,WEST,28.670078,77.110351,LED,1,72,104,72,72,,,
54,WZ-104-005,WEST,28.670128,77.110472,LED,1,72,104,72,72,,,
55,WZ-104-005,WEST,28.670168,77.110716,LED,1,72,104,72,72,,,
56,WZ-104-005,WEST,28.670218,77.110883,LED,1,72,104,72,72,,,
57,WZ-104-005,WEST,28.670216,77.110882,LED,1,72,104,72,72,,,
58,WZ-104-005,WEST,28.670218,77.110882,LED,1,72,104,72,72,,,
59,WZ-104-005,WEST,28.670317,77.11113,LED,1,72,104,72,72,,,
